Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x9414,53354.85,4633.2375,8,10,24,4,"Mortgage Loan, Mortgage Loan, Payday Loan, and Credit-Builder Loan",20,16,13.22,11,Bad,1966.12,32.44323718,16 Years and 0 Months,Yes,162.2518689,546.0371096,Low_spent_Small_value_payments,45.0347715,1/9/2023
CUS_0x9415,139711,11526.58333,6,7,15,6,"Mortgage Loan, Payday Loan, Personal Loan, Home Equity Loan, Credit-Builder Loan, and Debt Consolidation Loan",9,10,11.82,8,_,1090.56,28.95738566,13 Years and 8 Months,Yes,560.708462,__10000__,High_spent_Large_value_payments,753.6809387,1/11/2024
CUS_0x9416,20479.75,1629.645833,6,6,28,7,"Mortgage Loan, Payday Loan, Student Loan, Mortgage Loan, Credit-Builder Loan, Not Specified, and Not Specified",27,25,16.7,11,_,2911.37,29.06223382,1 Years and 2 Months,Yes,91.05178659,161.9505386,Low_spent_Medium_value_payments,189.9622582,1/1/2025
CUS_0x9423,36573.8,2577.987998,9,9,31,8,"Mortgage Loan, Credit-Builder Loan, Payday Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, and Auto Loan",58,20,24.37,9,Bad,4990.91,24.56656914,13 Years and 8 Months,Yes,18197,193.5502591,Low_spent_Small_value_payments,205.7178265,1/12/2023
CUS_0x9425,20314.65,1903.235463,8,4,5,6,"Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Home Equity Loan, Not Specified, and Personal Loan",22,16,13.61,5,_,1483.15,30.21608615,7 Years and 9 Months,Yes,104.307262,17.41828084,High_spent_Large_value_payments,334.6152446,1/3/2024
CUS_0x9428,49099.68,4075.967589,8,8,25,9_,"Credit-Builder Loan, Mortgage Loan, Home Equity Loan, Not Specified, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Auto Loan, and Not Specified",50,23,7.98,14,Bad,2172.68,36.32714537,16 Years and 6 Months,Yes,239.3981027,47.31188721,High_spent_Large_value_payments,293.4264208,1/3/2023
CUS_0x942a,37824.65,3208.054167,5,2,3,3,"Personal Loan, Not Specified, and Credit-Builder Loan",4,8,2.78,5,Good,69.84,37.44304966,27 Years and 10 Months,No,67.56184428,45.39851413,High_spent_Medium_value_payments,457.8450583,1/7/2023
CUS_0x942c,39628.99_,3359.415833,4,6,7,2,"Auto Loan, and Student Loan",18,6,11.5,3,Good,502.38,34.19246265,31 Years and 10 Months,No,35.10402261,167.1638652,!@9#%8,393.6736956,1/3/2023
CUS_0x9434,55907.52,4543.96,3,9,15,5,"Personal Loan, Mortgage Loan, Not Specified, Home Equity Loan, and Student Loan",6,11,8.71,15,Standard,1474.63,32.12761426,19 Years and 6 Months,Yes,192.7010399,231.4024258,High_spent_Small_value_payments,290.2925343,1/5/2023
CUS_0x9435,96027.16,7723.263333,7,3,15,0,,20,19_,3.42,3,_,726.75,38.95666326,17 Years and 2 Months,NM,0,67.14260729,High_spent_Large_value_payments,945.183726,1/1/2023
CUS_0x9438,7156.425,413.36875,10,6,31,5,"Home Equity Loan, Not Specified, Not Specified, Not Specified, and Student Loan",53,16,6.27,6,Bad,1415.97,28.81698195,11 Years and 11 Months,Yes,18.88157799,10.92486948,Low_spent_Medium_value_payments,291.5304275,1/9/2024
CUS_0x943c,23613.43,2202.785833,6,7,6,3,"Auto Loan, Debt Consolidation Loan, and Student Loan",12,11,9.35,4,Standard,428.67,37.68791119,27 Years and 8 Months,NM,46.73830654,184.5543493,Low_spent_Large_value_payments,258.9859275,1/6/2024
CUS_0x944,119402.64,9679.22,8,7,19,3,"Personal Loan, Credit-Builder Loan, and Mortgage Loan",10,10,3.39,7,_,766.15,33.40453505,29 Years and 8 Months,NM,176.1574914,82.13792858,High_spent_Large_value_payments,949.62658,1/4/2023
CUS_0x9442,18225.38,1487.781667,8,9,19,8,"Student Loan, Payday Loan, Payday Loan, Mortgage Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, and Mortgage Loan",34,21,17.2,16,Bad,2652.19,39.39712901,12 Years and 10 Months,Yes,71.82555873,93.63120449,Low_spent_Medium_value_payments,263.3214034,1/8/2024
CUS_0x9443,8204.11,816.6758333,6,7,20,9,"Mortgage Loan, Personal Loan, Credit-Builder Loan, Payday Loan, Student Loan, Not Specified, Payday Loan, Mortgage Loan, and Auto Loan",44,15,-2.36,8,Bad,2359.92,34.27582769,19 Years and 5 Months,Yes,57.8713155,39.88321021,Low_spent_Medium_value_payments,263.9130576,1/2/2023
CUS_0x9444,19556.16,1865.68,7,7,33,5,"Auto Loan, Auto Loan, Student Loan, Personal Loan, and Auto Loan",34,15,21.55,9,_,2850.96,28.80487395,5 Years and 3 Months,NM,65.79736994,193.0372445,Low_spent_Medium_value_payments,207.7333855,1/9/2024
CUS_0x9448,79090.74,6676.895,2,3,12,3,"Personal Loan, Credit-Builder Loan, and Mortgage Loan",5,7,5.66,3,Good,753,28.39865216,27 Years and 0 Months,NM,155.4418675,__10000__,High_spent_Large_value_payments,664.9998477,1/10/2023
CUS_0x9449,16857.295,1056.522397,0,5,12,3_,"Not Specified, Not Specified, and Payday Loan",26,8,4.23,1,Good,741.75,33.20831607,22 Years and 9 Months,No,94.86173706,35.22844402,Low_spent_Large_value_payments,317.3394636,1/9/2023
CUS_0x944c,83206.72,7003.893333,9,10,25,7,"Mortgage Loan, Mortgage Loan, Debt Consolidation Loan, Payday Loan, Student Loan, Personal Loan, and Home Equity Loan",26,22,3.81,6,Bad,1394.25,32.59603714,7 Years and 2 Months,Yes,472.4850213,230.7512315,Low_spent_Medium_value_payments,277.1530805,1/2/2024
CUS_0x944e,11834.645,688.2204167,5,7,10,2,"Credit-Builder Loan, and Payday Loan",27,13,15.62,10,Standard,1095.9,37.72863755,13 Years and 10 Months,Yes,11.08957489,__10000__,Low_spent_Medium_value_payments,299.2337451,1/10/2023
CUS_0x944f,35006.57,3203.214167,5,7,10,4,"Auto Loan, Debt Consolidation Loan, Payday Loan, and Payday Loan",8,11,18.95,5,Standard,246.13,34.57688623,16 Years and 4 Months,Yes,76.98345911,101.1105275,High_spent_Medium_value_payments,392.22743,1/2/2023
CUS_0x945f,34996.86,2886.405,7,7,10,4,"Home Equity Loan, Home Equity Loan, Not Specified, and Student Loan",9,8,7.94,7,Standard,143.42,34.84048487,8 Years and 2 Months,Yes,112.4069612,__10000__,High_spent_Small_value_payments,372.2128239,1/7/2023
CUS_0x9466,61269.16,5295.763333,6,4,9,2,"Not Specified, and Home Equity Loan",13,17,4.45,5,Good,389.91,38.8700241,19 Years and 9 Months,No,55.59378877,676.1072665,Low_spent_Small_value_payments,87.87527802,1/9/2024
CUS_0x9469,28582.04,2103.836667,2,5,10,3,"Mortgage Loan, Personal Loan, and Debt Consolidation Loan",3,-1,6.81,1,_,299.8,28.37797348,16 Years and 2 Months,No,41.46045538,138.9881098,Low_spent_Medium_value_payments,309.9351015,1/9/2024
CUS_0x946d,73600.26,6382.355,6,7,17,4,"Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, and Student Loan",15,13,7.32,6,_,691.31,24.5564851,20 Years and 6 Months,No,177.3638262,162.7294103,High_spent_Large_value_payments,538.1422635,1/7/2023
CUS_0x946e,48658.29,3932.8575,6,10,31,7,"Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, Mortgage Loan, and Debt Consolidation Loan",55,18,18.36,8,Bad,4241.23,32.60563144,10 Years and 8 Months,Yes,153.4653178,428.9101028,Low_spent_Small_value_payments,100.9103294,1/2/2023
CUS_0x946f,121831,9912.583333,5,1,11,3,"Payday Loan, Student Loan, and Not Specified",11,5,-5.43,5,Good,1130.29,25.32430021,18 Years and 8 Months,No,276.7105392,657.8210444,Low_spent_Small_value_payments,346.7267497,1/6/2024
CUS_0x9476,18867.73,1863.310833,8,10,15,6,"Auto Loan, Auto Loan, Auto Loan, Not Specified, Debt Consolidation Loan, and Credit-Builder Loan",37,20,3,6,Bad,2622.43,26.48612044,9 Years and 9 Months,Yes,88.65516365,189.5367137,Low_spent_Small_value_payments,198.139206,1/1/2024
CUS_0x947a,26922.65,2343.554167,4,7,17,3,"Payday Loan, Payday Loan, and Student Loan",28,20,7.54,4,Standard,1179.89,37.58461872,20 Years and 9 Months,No,58.95953561,249.379262,!@9#%8,372.3235019,1/11/2024
CUS_0x947b,15781.52,1105.126667,10,5,15,9,"Not Specified, Home Equity Loan, Personal Loan, Not Specified, Not Specified, Auto Loan, Auto Loan, Debt Consolidation Loan, and Not Specified",53,19,20.83,11,Bad,3779.95,33.43019483,13 Years and 0 Months,Yes,117.1562033,86.28444681,High_spent_Small_value_payments,196.3823823,1/6/2023
CUS_0x9485,21949.16,1927.096667,4,6,4,0,,2,8,4.53,6,_,1420.73,39.20683255,33 Years and 4 Months,No,0,62.23769344,High_spent_Small_value_payments,390.4719732,1/3/2024
CUS_0x9486,15659.78,1132.981667,9,9,21,8,"Personal Loan, Debt Consolidation Loan, Mortgage Loan, Auto Loan, Credit-Builder Loan, Mortgage Loan, Auto Loan, and Personal Loan",44,19,3.9,11,Bad,2302.28,26.40343525,14 Years and 3 Months,Yes,66.23584191,85.80506135,Low_spent_Small_value_payments,251.2572634,1/10/2023
CUS_0x948f,116268.16,9677.013333,4,5,9,-100,Home Equity Loan,18,10,11.48,2,Standard,681.5,40.6109606,29 Years and 6 Months,Yes,74.63229824,232.796972,!@9#%8,900.2720631,1/1/2023
CUS_0x949,1724659,1593.000833,5,3,6,3,"Debt Consolidation Loan, Personal Loan, and Mortgage Loan",19,9,13.02,4,Standard,1228.86,25.31678276,28 Years and 8 Months,Yes,50.81084813,151.5166302,Low_spent_Small_value_payments,246.972605,1/11/2023
CUS_0x9491,31608.12,2441.01,10,8,34,6,"Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, Student Loan, Student Loan, and Not Specified",38,18,28.69,11,Bad,3487.36,34.65508139,7 Years and 0 Months,Yes,83.09137987,54.63354494,High_spent_Small_value_payments,366.3760752,1/8/2023
CUS_0x9493,142177.84,11947.15333,5,1,12,3,"Auto Loan, Student Loan, and Home Equity Loan",19,7,2.41,2,Good,483.13,27.67720898,17 Years and 7 Months,No,322.87608,467.6140828,High_spent_Medium_value_payments,654.2251705,1/1/2024
CUS_0x9495,34212.01,2847.000833,6,5,10,-100,"Not Specified, Home Equity Loan, and Home Equity Loan",18,9,8.12,1,Standard,512.38,27.02823304,28 Years and 6 Months,No,66.67641331,116.9269341,!@9#%8,391.096736,1/7/2023
CUS_0x9497,9920.795,743.7329167,1089,9,32,9,"Home Equity Loan, Not Specified, Home Equity Loan, Auto Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, and Payday Loan",29,18,22.34,9,Bad,2872.19,27.29496144,6 Years and 4 Months,Yes,42.26743181,__10000__,Low_spent_Medium_value_payments,261.905514,1/4/2024
CUS_0x949b,11958.695,903.5579167,3,4,8,0_,,26,18_,8.3,7,Standard,74.29,35.14460527,16 Years and 4 Months,Yes,0,22.80024403,High_spent_Small_value_payments,327.5555476,1/11/2024
CUS_0x949f,36165.18,2918.765,10,7,21,5,"Auto Loan, Not Specified, Personal Loan, Credit-Builder Loan, and Not Specified",36,16,11.5,13,Bad,2359.64,36.49661243,7 Years and 4 Months,Yes,100.9394399,381.5846382,!@9#%8,99.35242196,1/1/2025
CUS_0x94a6,104616.9,8481.075,7,6,14,4,"Debt Consolidation Loan, Mortgage Loan, Student Loan, and Not Specified",19,12,1.59,7,Standard,1417.84,38.83017954,18 Years and 3 Months,No,334.0983436,303.0713091,Low_spent_Medium_value_payments,490.9378472,1/8/2023
CUS_0x94aa,15277.06,1225.088333,8,8,28,6,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Mortgage Loan, Mortgage Loan, and Home Equity Loan",21,14,25.22,13,Bad,4861.83,35.75208303,8 Years and 0 Months,NM,70.51158848,15.00928033,High_spent_Large_value_payments,276.9879645,1/12/2023
CUS_0x94ac,7765.195,817.0995833,9,5,23,6,"Student Loan, Home Equity Loan, Personal Loan, Home Equity Loan, Debt Consolidation Loan, and Student Loan",40,25,30.64,10,_,4071.68,35.17321447,4 Years and 11 Months,Yes,36.70242352,81.95778365,Low_spent_Medium_value_payments,243.0497512,1/6/2023
CUS_0x94ae,14665.31,1230.109167,6,6,25,6,"Not Specified, Mortgage Loan, Not Specified, Mortgage Loan, Payday Loan, and Personal Loan",35,17,2.7,9,Bad,4696.1,34.95040887,5 Years and 11 Months,Yes,44.188371,103.5048323,Low_spent_Small_value_payments,265.3177134,1/2/2023
CUS_0x94b,31606.46,2402.871667,4,7,19,2,"Not Specified, and Personal Loan",16,16,15.79,12,Standard,2538.26,39.72589005,12 Years and 10 Months,Yes,47.28812309,123.333766,High_spent_Small_value_payments,329.6652776,1/10/2024
CUS_0x94bc,103345.12,7880.753239,3,6,14,5,"Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Home Equity Loan, and Student Loan",17,12,12.52,6,_,100.7,23.38788672,6 Years and 9 Months,NM,817.9870257,808.6339872,Low_spent_Medium_value_payments,13.82841516,1/5/2024
CUS_0x94c5,19419.65,1485.304167,8,6,25,5,"Auto Loan, Personal Loan, Credit-Builder Loan, Payday Loan, and Personal Loan",37,23,20.22,14,Bad,4525.71,29.24382162,8 Years and 11 Months,Yes,78.8888497,181.8807769,Low_spent_Small_value_payments,177.76079,1/10/2023
CUS_0x94cf,11403141,1237.526667,8,4,14,1_,Auto Loan,14,18,6.13,2,Standard,1498.41,26.65164164,30 Years and 5 Months,No,13.03293872,75.89021739,Low_spent_Medium_value_payments,314.8295106,1/4/2023
CUS_0x94d2,21834.105,2071.50875,4,5,11,1,Credit-Builder Loan,8,12,10.4,5,Good,1215.84,35.80986599,24 Years and 11 Months,No,16.92255727,189.8726023,Low_spent_Small_value_payments,290.3557154,1/2/2024
CUS_0x94d5,100358.73_,8504.2275,0,4,12,0,,9,13,2.74,2,Good,375.52,40.3223892,28 Years and 4 Months,No,0,100.017328,High_spent_Small_value_payments,533.7619007,1/2/2023
CUS_0x94dd,23107.74,1983.645,4,4,10,1,Debt Consolidation Loan,7,19,12.45,7,Standard,859.23,29.18872835,28 Years and 4 Months,Yes,17.60355966,76.95474083,Low_spent_Large_value_payments,373.8061995,1/4/2023
CUS_0x94de,61167.9,4912.325,3,2,1347,4_,"Home Equity Loan, Mortgage Loan, Payday Loan, and Home Equity Loan",10,5,6.74,4,Good,1354.88,32.60780356,15 Years and 11 Months,No,176.7424221,312.381541,Low_spent_Medium_value_payments,282.1085369,1/4/2023
CUS_0x94e1,33531.19,2930.265833,7,3,10,2,"Personal Loan, and Home Equity Loan",12,17,2.75,4,Good,787.39,34.26469816,28 Years and 3 Months,No,35.33500711,103.5109466,High_spent_Medium_value_payments,404.1806296,1/6/2023
CUS_0x94e2,30411.89,2443.654131,1,911,3,1,Debt Consolidation Loan,13,2,7.97,2,Good,509.8,26.59004247,20 Years and 4 Months,No,251.1247438,73.5194843,!@9#%8,440.1582246,1/3/2024
CUS_0x94e3,53075.22,4227.53602,7,8,20,7,"Payday Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, and Not Specified",42,22,17.23,9,_,3605.94,24.89145102,14 Years and 5 Months,Yes,301.2769511,502.7217344,Low_spent_Small_value_payments,301.7161863,1/4/2023
CUS_0x94e8,64350.76,5604.563333,10,5,18,9,"Auto Loan, Payday Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Debt Consolidation Loan",32,19_,23.21,7,Bad,4055.26,39.35754072,11 Years and 10 Months,Yes,249.6308775,290.7725508,Low_spent_Small_value_payments,33.53659125,1/7/2023
CUS_0x94e9,8128.065,467.33875,8,6,15,7_,"Payday Loan, Payday Loan, Mortgage Loan, Mortgage Loan, Debt Consolidation Loan, Student Loan, and Auto Loan",32,16,-2.43,9,Bad,3742.92,37.12482501,7 Years and 2 Months,Yes,38.20034095,19.51255134,High_spent_Small_value_payments,249.0209827,1/12/2024
CUS_0x94ea,160664.8,13235.73333,3,5,7,1,Mortgage Loan,15,5,11.76,7,Good,244.08,30.23591,21 Years and 6 Months,No,123.7901742,514.5870251,High_spent_Medium_value_payments,935.196134,1/1/2025
CUS_0x94ee,42755.64,3141.50214,7,8,15,6,"Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan",53,21,5.01,17,_,1486.46,30.54948895,7 Years and 3 Months,NM,488.4043872,75.37834169,High_spent_Medium_value_payments,363.8821316,1/11/2024
CUS_0x94ef,15950.43,1127.2025,9,10,22,5,"Home Equity Loan, Not Specified, Credit-Builder Loan, Personal Loan, and Auto Loan",34,18,26.98,11,Bad,2708.73,26.83823681,9 Years and 1 Months,NM,42.56064525,69.51881894,Low_spent_Small_value_payments,290.6407858,1/8/2024
CUS_0x94f4,40196.9,3139.042572,2,5,7,1,Home Equity Loan,0,13,14.07,4,_,613.9,33.80697708,20 Years and 0 Months,No,272.69763,87.26394182,High_spent_Small_value_payments,490.8116891,1/3/2024
CUS_0x94f6,90789.21,7836.7675,1,1106,5,2,"Personal Loan, and Mortgage Loan",8,7,3.53,8,Good,18.15,40.86232727,16 Years and 10 Months,No,105.505251,320.4583303,Low_spent_Medium_value_payments,637.7131687,1/7/2023
CUS_0x950,102261.27,8731.7725,3,5,13,1,Debt Consolidation Loan,12,8,6.77,2,_,1164.89,29.91053297,20 Years and 10 Months,No,79.77979644,222.1476619,High_spent_Small_value_payments,643.8137504,1/12/2024
CUS_0x9501,32753.05,2833.420833,2,7,6,-100,"Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Personal Loan",-2,5,3.55,3,Good,1300.3,38.45244894,30 Years and 6 Months,No,79.18277054,82.92670023,Low_spent_Large_value_payments,391.2326126,1/1/2024
CUS_0x9506,95713.28_,7809.106667,5,5,20,4,"Not Specified, Auto Loan, Mortgage Loan, and Payday Loan",28,7,13.36,7,_,566.86,30.7059796,16 Years and 6 Months,Yes,215.5208034,247.7407038,Low_spent_Medium_value_payments,597.6491594,1/9/2023
CUS_0x9509,67281.84,5486.82,7,7,17,3,"Debt Consolidation Loan, Payday Loan, and Mortgage Loan",44,20,5.18,11,Bad,2503.1,35.70581239,13 Years and 8 Months,Yes,109.1144459,406.5004542,Low_spent_Medium_value_payments,313.0670999,1/10/2024
CUS_0x950a,69637.24,6059.103333,8,10,24,6,"Auto Loan, Not Specified, Student Loan, Credit-Builder Loan, Mortgage Loan, and Not Specified",23,21,9.93,10,_,1644.89,26.33494608,11 Years and 9 Months,Yes,313.4597054,185.2651068,High_spent_Medium_value_payments,357.1855211,1/8/2024
CUS_0x950d,28253.72,2460.476667,4,6,14,-100,,18,14,4.93,2,Standard,1098.38,32.61456827,32 Years and 10 Months,NM,0,160.5481868,High_spent_Small_value_payments,345.4994799,1/1/2023
CUS_0x9510,79772.04,6885.67,4,4,19,3,"Student Loan, Credit-Builder Loan, and Credit-Builder Loan",9,16,21.86,6,_,1619.87,30.66322603,10 Years and 4 Months,NM,131.1403179,119.5760848,High_spent_Large_value_payments,677.8505972,1/3/2023
CUS_0x9513,43268.79,3351.7325,0,1,10,3,"Not Specified, Student Loan, and Mortgage Loan",5,5_,4.34,5,Good,815.23,29.79221444,22 Years and 9 Months,No,60.25966412,111.4621371,!@9#%8,423.4514487,1/1/2025
CUS_0x9515,56985.9,4700.825,9,8,20,7,"Student Loan, Payday Loan, Auto Loan, Payday Loan, Not Specified, Home Equity Loan, and Home Equity Loan",51,18,18.74,15,Standard,1850.68,23.94651124,6 Years and 8 Months,Yes,195.4975122,118.0965537,High_spent_Large_value_payments,396.4884341,1/8/2024
CUS_0x951b,16471.35,1211.6125,3,8,21,4,"Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",10,17,15.77,15,Standard,1898.34,31.258252,14 Years and 0 Months,Yes,46.67344609,52.78275934,Low_spent_Small_value_payments,311.7050446,1/1/2024
CUS_0x9520,88014.39,7172.5325,4,5,17,2,"Credit-Builder Loan, and Payday Loan",13,13,16.02,5,Standard,1221.97,43.36026659,15 Years and 8 Months,Yes,125.4664843,87.65994508,High_spent_Large_value_payments,744.1268206,1/6/2023
CUS_0x9522,91561.26,7708.105,4,5,7,0,,24,18,6.6,7,Standard,130.3,42.32163894,30 Years and 8 Months,Yes,0,181.9346434,High_spent_Large_value_payments,828.8758566,1/4/2023
CUS_0x9525,21457.185,1846.09875,1,5,9,1,Debt Consolidation Loan,6,3,5.74,2200,Good,749.41,32.21852976,25 Years and 3 Months,No,8.970576329,147.455812,Low_spent_Large_value_payments,298.1834867,1/3/2024
CUS_0x9529,42519.57,3734.2975,9,9,26,8,"Debt Consolidation Loan, Personal Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Student Loan, Student Loan, and Personal Loan",42,24,24.1,8,Bad,2703.93,37.95562162,7 Years and 8 Months,Yes,238.3268814,61.06713932,High_spent_Medium_value_payments,324.0357292,1/3/2024
CUS_0x952a,14710.215,1334.033854,2,5,9,2,"Mortgage Loan, and Debt Consolidation Loan",10,2,8.33,4,Good,1373.93,28.06034772,17 Years and 4 Months,No,163.2857975,115.1770258,!@9#%8,367.5018974,1/4/2024
CUS_0x9533,136812.04,11572.00333,2,6,12,332,"Mortgage Loan, and Not Specified",15,0,11.91,4,Good,793.87,38.49498446,28 Years and 9 Months,No,165.4837962,514.5347555,Low_spent_Small_value_payments,767.1817816,1/10/2024
CUS_0x9534,133394.48,10851.20667,5,4,10,4,"Not Specified, Not Specified, Mortgage Loan, and Home Equity Loan",-1,11,4.07,2,Good,948.79,32.4083243,15 Years and 10 Months,No,429.4343556,802.8373688,Low_spent_Small_value_payments,142.8489423,1/5/2023
CUS_0x9535,14187.13,1304.642379,3,4,22,3_,"Auto Loan, Debt Consolidation Loan, and Auto Loan",25,19,18.35,10,Standard,1481.83,26.70592388,11 Years and 6 Months,NM,64.54102018,73.23746005,Low_spent_Small_value_payments,324.0660574,1/2/2024
CUS_0x9536,112362.76,9279.563333,4,4,5,4,"Payday Loan, Personal Loan, Payday Loan, and Mortgage Loan",25,20,5.86,2,Standard,1358.65,41.12672063,23 Years and 9 Months,No,236.2776578,119.9617854,High_spent_Large_value_payments,811.7168902,1/6/2023
CUS_0x9538,85019.76,5782.894507,5,7,5,0,,8,9,9.89,3,Good,1072.83,38.12795638,16 Years and 0 Months,No,1006.085493,116.9882895,High_spent_Medium_value_payments,811.9097105,1/1/2024
CUS_0x953c,132872.72,11203.72667,3,3,10,2,"Home Equity Loan, and Student Loan",14,5,10.28,4,Good,89.68,29.55005879,28 Years and 3 Months,No,144.8306823,173.5108019,High_spent_Large_value_payments,1042.031182,1/10/2024
CUS_0x953d,37419.7,3174.308333,1,7,5,4,"Student Loan, Auto Loan, Student Loan, and Debt Consolidation Loan",11,0,7.69,0,Good,653.66,31.92502871,22 Years and 3 Months,No,76.18253576,129.8357012,Low_spent_Small_value_payments,401.4125963,1/2/2024
CUS_0x954e,95187.6,7912.3,4,7,15,0,,7,15,3.29,2,_,1249.88,37.79466635,30 Years and 10 Months,Yes,0,118.9256823,High_spent_Large_value_payments,912.3043177,1/5/2024
CUS_0x9550,34435.82,2740.651667,6,4,14,1,Auto Loan,16,13,17.81,7,Standard,360.11,39.34963819,10 Years and 5 Months,Yes,27.82748604,92.05660773,High_spent_Medium_value_payments,404.1810729,1/1/2024
CUS_0x9553,38797.22,3281.101667,6,4,5,3,"Home Equity Loan, Auto Loan, and Auto Loan",20,15,4.95,3,Standard,465.86,31.72435954,20 Years and 2 Months,No,62.08426992,145.1917549,Low_spent_Medium_value_payments,400.8341419,1/6/2023
CUS_0x9556,73394.12,5968.176667,9,9,23,5,"Personal Loan, Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, and Payday Loan",20,17,19.85,11,_,2704.68,29.90696353,8 Years and 8 Months,Yes,168.1767811,107.9166209,High_spent_Small_value_payments,580.7242646,1/9/2024
CUS_0x9557,14293.6,1022.133333,6,5,32,6,"Student Loan, Payday Loan, Payday Loan, Home Equity Loan, Not Specified, and Not Specified",56,21,8.01,11,_,4064.01,35.96204157,13 Years and 5 Months,Yes,66.88854173,99.48049845,Low_spent_Small_value_payments,225.8442931,1/4/2024
CUS_0x955b,12993.97,1223.830833,6,6,14,7,"Payday Loan, Payday Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Payday Loan, and Student Loan",23,9,10.92,66,Standard,488.79,25.78599182,13 Years and 3 Months,Yes,64.89671412,119.1526549,!@9#%8,218.3337144,1/11/2023
CUS_0x955d,9536.42,769.7016667,7,5,26,6,"Personal Loan, Student Loan, Not Specified, Home Equity Loan, Mortgage Loan, and Credit-Builder Loan",26,25,5.26,15,Bad,1298.56,33.15518495,20 Years and 2 Months,Yes,37.0933974,41.06398243,Low_spent_Small_value_payments,288.8127868,1/6/2023
CUS_0x9562,28843.09,2394.590833,5,6,15,2,"Mortgage Loan, and Home Equity Loan",27,17,10.55,8,Standard,74.41,35.0078298,20 Years and 6 Months,NM,25.7834897,152.1989096,Low_spent_Small_value_payments,351.476684,1/12/2024
CUS_0x9567,15678.385,1447.532083,5,4,3,3,"Credit-Builder Loan, Student Loan, and Personal Loan",11,8,7.54,4,Good,1181.75,37.37762717,18 Years and 3 Months,No,29.70265363,154.4092303,Low_spent_Small_value_payments,250.6413244,1/1/2024
CUS_0x956b,14482.5,1363.875,7,7,19,4,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, and Auto Loan",30,13,9.27,12,Standard,1856.22,36.11661482,19 Years and 2 Months,NM,27.21913289,92.57110802,High_spent_Small_value_payments,276.5972591,1/6/2023
CUS_0x956d,140254.28,11655.85667,5,5,7,3,"Credit-Builder Loan, Credit-Builder Loan, and Personal Loan",7,12,6.7,4,Good,84.81,40.55517188,22 Years and 8 Months,No,210.8243793,360.64173,!@9#%8,844.1195574,1/8/2023
CUS_0x956f,32943.66,2811.305,5,6,14,6,"Payday Loan, Student Loan, Personal Loan, Auto Loan, Payday Loan, and Not Specified",20,11,14.52,10,_,226.74,30.15365775,10 Years and 8 Months,Yes,162.9339639,283.1319237,Low_spent_Medium_value_payments,115.0646125,1/3/2024
CUS_0x9570,59214.6,5120.55,7,10,27,9,"Mortgage Loan, Debt Consolidation Loan, Auto Loan, Not Specified, Not Specified, Personal Loan, Debt Consolidation Loan, Personal Loan, and Auto Loan",35,21,25.47,11,Bad,2814.81,36.70086322,3 Years and 5 Months,Yes,388.1756412,521.4185407,Low_spent_Small_value_payments,156.5496406,1/8/2023
CUS_0x9573,18025.17,1599.0975,4,3,12,3,"Debt Consolidation Loan, Auto Loan, and Credit-Builder Loan",13,1,10.28,8,_,681.54,28.25696354,16 Years and 4 Months,No,26.15464153,122.9258175,Low_spent_Medium_value_payments,290.829291,1/11/2024
CUS_0x9574,15606.515,1234.542917,3,4,6,4,"Personal Loan, Personal Loan, Personal Loan, and Student Loan",7,3,9.37,2,Good,257.85,39.19138694,33 Years and 6 Months,NM,35.62637254,49.83277717,Low_spent_Small_value_payments,327.995142,1/11/2023
